iso3,year_month,fx_rate,fx_mom_pct_change,fx_yoy_pct_change,fx_3m_pct_change,fx_6m_pct_change,fx_volatility_3m
ARG,2002-09-01,3.69,3.0726256983240274,269.184592296148,-1.6000000000000014,25.084745762711847,3.119954500474008
ARG,2002-10-01,3.47,-5.962059620596194,247.1735867933967,-4.93150684931506,18.430034129692842,4.525592758500213
ARG,2002-11-01,3.59,3.458213256484144,259.1795897948974,0.27932960893854997,1.1267605633802802,5.330974858559691
ARG,2002-12-01,3.32,-7.520891364902504,232.16608304152072,-10.027100271002709,-11.466666666666669,5.9401492093081165
ARG,2003-01-01,3.16,-4.819277108433728,125.71428571428575,-8.933717579250722,-13.424657534246565,5.720668734501444
ARG,2003-02-01,3.14,-0.6329113924050667,49.523809523809526,-12.534818941504167,-12.290502793296088,3.4705582067975307
ARG,2003-03-01,2.93,-6.6878980891719735,-0.6779661016949157,-11.74698795180722,-20.59620596205961,3.100544741815982
ARG,2003-04-01,2.77,-5.460750853242324,-5.460750853242324,-12.341772151898734,-20.172910662824208,3.200957879976144
ARG,2003-05-01,2.8,1.0830324909747224,-21.126760563380287,-10.828025477707016,-22.00557103064067,4.177606030494781
ARG,2003-06-01,2.75,-1.7857142857142794,-26.66666666666667,-6.1433447098976135,-17.168674698795172,3.2801601154385063
ARG,2003-07-01,2.87,4.3636363636363695,-21.36986301369862,3.6101083032491044,-9.177215189873422,3.0769731676533656
ARG,2003-08-01,2.906,1.2543554006968716,-18.826815642458094,3.7857142857143034,-7.452229299363056,3.074740238713957
ARG,2003-09-01,2.865,-1.410874053682032,-22.357723577235767,4.181818181818198,-2.2184300341296925,2.8900993844129
ARG,2003-10-01,2.815,-1.7452006980802848,-18.87608069164266,-1.9163763066202155,1.6245487364620947,1.6438044865165624
ARG,2003-11-01,2.94,4.440497335701599,-18.105849582172695,1.169993117687529,5.000000000000004,3.4788211989787152
ARG,2003-12-01,2.905,-1.1904761904761973,-12.5,1.39616055846421,5.636363636363639,3.422436809667008
ARG,2004-01-01,2.908,0.103270223752161,-7.974683544303806,3.3037300177619855,1.324041811846688,2.949383598241914
ARG,2004-02-01,2.903,-0.17193947730398396,-7.5477707006369466,-1.2585034013605445,-0.10323468685479176,0.681534689745746
ARG,2004-03-01,2.84,-2.1701687909059686,-3.071672354948818,-2.2375215146299476,-0.8726003490401535,1.240778366097974
ARG,2004-04-01,2.82,-0.7042253521126751,1.8050541516245522,-3.0261348005502064,0.1776198934280604,1.034830002786073
ARG,2004-05-01,2.94,4.255319148936176,5.000000000000004,1.274543575611431,0.0,3.367317604282849
ARG,2004-06-01,2.938,-0.06802721088434716,6.83636363636364,3.450704225352119,1.1359724612736821,2.698553732395588
ARG,2004-07-01,2.96,0.748808713410476,3.1358885017421567,4.964539007092195,1.7881705639614776,2.296887753339285
ARG,2004-08-01,2.977,0.5743243243243157,2.4432209222298606,1.2585034013605334,2.549087151222862,0.43017074595163424
ARG,2004-09-01,2.961,-0.5374538125629824,3.350785340314122,0.7828454731109602,4.26056338028169,0.6977304533767807
ARG,2004-10-01,2.95,-0.37149611617696143,4.795737122557742,-0.33783783783782884,4.609929078014208,0.5997456250107995
ARG,2004-11-01,2.924,-0.8813559322033981,-0.5442176870748328,-1.7803157541148806,-0.5442176870748328,0.2600537306271488
ARG,2004-12-01,2.959,1.196990424076616,1.8588640275387425,-0.06754474839580915,0.7147719537100139,1.0831767042373373
ARG,2005-01-01,2.904,-1.8587360594795599,-0.13755158184318717,-1.5593220338983138,-1.8918918918918948,1.5605693315881293
ARG,2005-02-01,2.918,0.4820936639118534,0.5167068549776221,-0.20519835841312783,-1.9818609338259852,1.5983337946077147
ARG,2005-03-01,2.897,-0.7196710075394241,2.0070422535211296,-2.0953024670496867,-2.1614319486659928,1.1705548052105919
ARG,2005-04-01,2.89,-0.24162927166032633,2.4822695035461084,-0.4820936639118423,-2.033898305084747,0.6050533191740343
ARG,2005-05-01,2.863,-0.934256055363325,-2.619047619047621,-1.8848526387936992,-2.086183310533518,0.35456605061487717
